parent_id	result_id	system	version	claim	metric_scope	qualifying_basis	primary_source	artifact_status	disposition_code	disposition	source_card
2608.03859	2608.03859:scdg-ministral-topq	SCDG Ministral-8B top-q aggregation	SCDG Ministral-8B top-q aggregation	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:scdg-llama-avg	SCDG Llama-3.1-8B average aggregation	SCDG Llama-3.1-8B average aggregation	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:scdg-llama-topq	SCDG Llama-3.1-8B top-q aggregation	SCDG Llama-3.1-8B top-q aggregation	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:bm25-full	BM25 full-document retrieval	BM25 full-document retrieval	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:bm25-sentence	BM25 sentence retrieval	BM25 sentence retrieval	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:bge-m3-full	BGE-M3 full-document retrieval	BGE-M3 full-document retrieval	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:bge-m3-sentence	BGE-M3 sentence retrieval	BGE-M3 sentence retrieval	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:four-way-combsum	Four-way CombSUM retrieval	Four-way CombSUM retrieval	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:linq-sentence-chunk	Linq sentence-to-chunk retrieval	Linq sentence-to-chunk retrieval	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:three-route-rrf	Three-route reciprocal-rank fusion	Three-route reciprocal-rank fusion	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:rrf-scdg	Reciprocal-rank fusion plus SCDG	Reciprocal-rank fusion plus SCDG	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:daac	DAAC retrieval	DAAC retrieval	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.03859	2608.03859:daac-scdg	DAAC plus SCDG	DAAC plus SCDG	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Tables 1-2; every listed plagiarism detector, source-conditioned description-gain state, or retrieval/reranking state has a reported score >=0.90 on a plagiarism or source-retrieval metric, not general AI-text detection	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.03859	The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	reject_scope	named plagiarism classifier, source-conditioned description-gain scorer, or source-retrieval/reranking pipeline. The reported F1, recall, and ranking gains concern candidate-source plagiarism retrieval, not human-versus-machine authorship detection.	Full-text source 2608.03859
2608.01046	2608.01046:deberta-finetuned	Fine-tuned DeBERTa-Sentinel	Fine-tuned DeBERTa-Sentinel	main comparison and class tables; fine-tuned DeBERTa AUC 0.9953/F1 0.976, RoBERTa F1 0.953, TF-IDF+LogReg AUC 0.936, and zero-shot DeBERTa machine recall above 0.90 despite poor balance	main comparison and class tables; fine-tuned DeBERTa AUC 0.9953/F1 0.976, RoBERTa F1 0.953, TF-IDF+LogReg AUC 0.936, and zero-shot DeBERTa machine recall above 0.90 despite poor balance	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.01046	The high GLC random-split metrics lack a released checkpoint and cross-distribution, low-FPR, or fixed A6000 comparison.	retain_reject	named directly supervised or zero-shot encoder/classical sequence classifier. The high GLC random-split metrics lack a released checkpoint and cross-distribution, low-FPR, or fixed A6000 comparison.	Full-text source 2608.01046
2608.01046	2608.01046:roberta-finetuned	Fine-tuned RoBERTa-Sentinel	Fine-tuned RoBERTa-Sentinel	main comparison and class tables; fine-tuned DeBERTa AUC 0.9953/F1 0.976, RoBERTa F1 0.953, TF-IDF+LogReg AUC 0.936, and zero-shot DeBERTa machine recall above 0.90 despite poor balance	main comparison and class tables; fine-tuned DeBERTa AUC 0.9953/F1 0.976, RoBERTa F1 0.953, TF-IDF+LogReg AUC 0.936, and zero-shot DeBERTa machine recall above 0.90 despite poor balance	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.01046	The high GLC random-split metrics lack a released checkpoint and cross-distribution, low-FPR, or fixed A6000 comparison.	retain_reject	named directly supervised or zero-shot encoder/classical sequence classifier. The high GLC random-split metrics lack a released checkpoint and cross-distribution, low-FPR, or fixed A6000 comparison.	Full-text source 2608.01046
2608.01046	2608.01046:tfidf-logreg	TF-IDF logistic regression	TF-IDF logistic regression	main comparison and class tables; fine-tuned DeBERTa AUC 0.9953/F1 0.976, RoBERTa F1 0.953, TF-IDF+LogReg AUC 0.936, and zero-shot DeBERTa machine recall above 0.90 despite poor balance	main comparison and class tables; fine-tuned DeBERTa AUC 0.9953/F1 0.976, RoBERTa F1 0.953, TF-IDF+LogReg AUC 0.936, and zero-shot DeBERTa machine recall above 0.90 despite poor balance	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.01046	The high GLC random-split metrics lack a released checkpoint and cross-distribution, low-FPR, or fixed A6000 comparison.	retain_reject	named directly supervised or zero-shot encoder/classical sequence classifier. The high GLC random-split metrics lack a released checkpoint and cross-distribution, low-FPR, or fixed A6000 comparison.	Full-text source 2608.01046
2608.01046	2608.01046:deberta-zeroshot	Zero-shot DeBERTa-Sentinel	Zero-shot DeBERTa-Sentinel	main comparison and class tables; fine-tuned DeBERTa AUC 0.9953/F1 0.976, RoBERTa F1 0.953, TF-IDF+LogReg AUC 0.936, and zero-shot DeBERTa machine recall above 0.90 despite poor balance	main comparison and class tables; fine-tuned DeBERTa AUC 0.9953/F1 0.976, RoBERTa F1 0.953, TF-IDF+LogReg AUC 0.936, and zero-shot DeBERTa machine recall above 0.90 despite poor balance	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2608.01046	The high GLC random-split metrics lack a released checkpoint and cross-distribution, low-FPR, or fixed A6000 comparison.	retain_reject	named directly supervised or zero-shot encoder/classical sequence classifier. The high GLC random-split metrics lack a released checkpoint and cross-distribution, low-FPR, or fixed A6000 comparison.	Full-text source 2608.01046
2607.22026	2607.22026:multilevel-energy	DWT multilevel detail energy	DWT multilevel detail energy	main scalar-score and voting tables plus proxy/wavelet sensitivity; HC3 best individual 0.9876 AUROC and calibrated hard vote 0.9919, with much weaker M4/MAGE rows	main scalar-score and voting tables plus proxy/wavelet sensitivity; HC3 best individual 0.9876 AUROC and calibrated hard vote 0.9919, with much weaker M4/MAGE rows	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2607.22026	The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	retain_reject	wavelet statistic or named hard/soft fusion over proxy-wavelet configurations. The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	Full-text source 2607.22026
2607.22026	2607.22026:energy-norm	DWT normalized energy	DWT normalized energy	main scalar-score and voting tables plus proxy/wavelet sensitivity; HC3 best individual 0.9876 AUROC and calibrated hard vote 0.9919, with much weaker M4/MAGE rows	main scalar-score and voting tables plus proxy/wavelet sensitivity; HC3 best individual 0.9876 AUROC and calibrated hard vote 0.9919, with much weaker M4/MAGE rows	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2607.22026	The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	retain_reject	wavelet statistic or named hard/soft fusion over proxy-wavelet configurations. The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	Full-text source 2607.22026
2607.22026	2607.22026:window-std	DWT windowed coefficient standard deviation	DWT windowed coefficient standard deviation	Table 7 reports the strongest window_std state on HC3 at 0.7137 AUROC, 0.5835 AUPRC, 0.7640 F1, and 0.0000 TPR at 1% FPR. It is retained as an individually disposed proposed state, not as a threshold-qualifying high-accuracy result.	Table 7 reports the strongest window_std state on HC3 at 0.7137 AUROC, 0.5835 AUPRC, 0.7640 F1, and 0.0000 TPR at 1% FPR. It is retained as an individually disposed proposed state, not as a threshold-qualifying high-accuracy result.	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2607.22026	The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	retain_reject	wavelet statistic or named hard/soft fusion over proxy-wavelet configurations. The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	Full-text source 2607.22026
2607.22026	2607.22026:equal-hard	DWT equal-weight hard voting	DWT equal-weight hard voting	main scalar-score and voting tables plus proxy/wavelet sensitivity; HC3 best individual 0.9876 AUROC and calibrated hard vote 0.9919, with much weaker M4/MAGE rows	main scalar-score and voting tables plus proxy/wavelet sensitivity; HC3 best individual 0.9876 AUROC and calibrated hard vote 0.9919, with much weaker M4/MAGE rows	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2607.22026	The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	retain_reject	wavelet statistic or named hard/soft fusion over proxy-wavelet configurations. The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	Full-text source 2607.22026
2607.22026	2607.22026:equal-soft	DWT equal-weight soft voting	DWT equal-weight soft voting	main scalar-score and voting tables plus proxy/wavelet sensitivity; HC3 best individual 0.9876 AUROC and calibrated hard vote 0.9919, with much weaker M4/MAGE rows	main scalar-score and voting tables plus proxy/wavelet sensitivity; HC3 best individual 0.9876 AUROC and calibrated hard vote 0.9919, with much weaker M4/MAGE rows	Named submitted/proposed/fitted configuration with a threshold metric or explicit high-performance result in the cited full-text table scope.	https://arxiv.org/abs/2607.22026	The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	retain_reject	wavelet statistic or named hard/soft fusion over proxy-wavelet configurations. The training-free method trails stronger candidates on reported M4/MAGE results and has no released detector state or fixed deployment comparison.	Full-text source 2607.22026
