parent_id	account_id	system	account_kind	evidence_locator	qualifying_evidence	parent_title	paper_path	pdf_sha256	text_sha256	resolution_kind	target_id	target_disposition_code	target_disposition	target_artifact_status
2501.03940	2501.03940:m4-roberta-base	Five-epoch RoBERTa-base M4 baseline	primary_result	Primary PDF full text and all main/appendix result tables	Table 9 reports the authors' RoBERTa-base baseline after five training epochs on M4: mean out-of-domain AUROC 0.970, with individual domain cells as high as 1.000.	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:m4-roberta-base	retain_reject	a directly supervised RoBERTa-base sequence classifier trained by the PAWN authors on M4 for five epochs. The high score is the authors' M4-fitted baseline. No fitted state, transferable low-FPR calibration, or fixed A6000 timing is released; the paper's convenience timing uses one RTX 3090 rather than the required matched two-A6000 screen.	The high score is the authors' M4-fitted baseline. No fitted state, transferable low-FPR calibration, or fixed A6000 timing is released; the paper's convenience timing uses one RTX 3090 rather than the required matched two-A6000 screen.
2501.03940	2501.03940:m4-xlm-roberta	M4 XLM-RoBERTa comparator	primary_result	Primary PDF full text and all main/appendix result tables	Table 9 reports the fitted XLM-RoBERTa M4 comparator at 92.18% accuracy and 92.12% macro F1 on Arabic, and 94.39% on both metrics for Urdu; AUROC is not reported for this column.	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:m4-xlm-roberta	retain_reject	a directly supervised XLM-RoBERTa comparison classifier fitted on M4. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:mage-longformer	MAGE Longformer comparator	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:mage-longformer	retain_reject	the directly supervised 4,096-token Longformer detector fitted on MAGE. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:mage-radar-ptm	MAGE-pretrained RADAR-PTM	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:mage-radar-ptm	retain_reject	the RADAR pretrained-transformer state fitted on MAGE. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:mage-roberta-base	MAGE-pretrained RoBERTa-base	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:mage-roberta-base	retain_reject	the directly supervised RoBERTa-base detector fitted on MAGE. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:mpn-gpt2	MPN GPT-2 ablation	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:mpn-gpt2	retain_reject	PAWN with the named backbone, branch-only ablation, or averaged-logit ensemble. The released supervised detector remains below the accuracy-first evidence threshold and lacks the fixed full deployment comparison.	The released supervised detector remains below the accuracy-first evidence threshold and lacks the fixed full deployment comparison.
2501.03940	2501.03940:mpn-llama31-1b	MPN Llama-3.1-1B ablation	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:mpn-llama31-1b	retain_reject	PAWN with the named backbone, branch-only ablation, or averaged-logit ensemble. The released supervised detector remains below the accuracy-first evidence threshold and lacks the fixed full deployment comparison.	The released supervised detector remains below the accuracy-first evidence threshold and lacks the fixed full deployment comparison.
2501.03940	2501.03940:radar-ft	RADAR-FT comparator	primary_result	Primary PDF full text and all main/appendix result tables	Table 4 reproduces the RADAR-FT comparator at AUROC 0.99 in-domain, 0.97 out-of-domain, and 0.98 overall; these are prior-work comparison values rather than a PAWN artifact.	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:radar-ft	retain_reject	the prior RADAR adversarially trained RoBERTa detector after the paper's named fine-tuning setting. This is a prior-work comparator; the bound paper provides no exact released RADAR-FT revision or checkpoint and no matched low-FPR, cross-distribution, or fixed two-A6000 near-Binoculars timing basis.	This is a prior-work comparator; the bound paper provides no exact released RADAR-FT revision or checkpoint and no matched low-FPR, cross-distribution, or fixed two-A6000 near-Binoculars timing basis.
2501.03940	2501.03940:raid-binoculars	RAID Binoculars comparator	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-binoculars	retain_reject	the Binoculars cross-model perplexity-ratio statistic. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:raid-fastdetectgpt	RAID FastDetectGPT comparator	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-fastdetectgpt	retain_reject	the FastDetectGPT conditional-probability-curvature statistic. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:raid-gptzero	RAID GPTZero service	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-gptzero	commercial_closed	the closed GPTZero detector evaluated through its public service. This closed commercial detector crosses 0.90 on a RAID slice, but no reproducible state, portable calibration, or fixed two-A6000 timing basis is publicly available.	This closed commercial detector crosses 0.90 on a RAID slice, but no reproducible state, portable calibration, or fixed two-A6000 timing basis is publicly available.
2501.03940	2501.03940:raid-originality	RAID Originality service	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-originality	commercial_closed	the closed Originality.ai detector evaluated through its public service. This closed commercial detector crosses 0.90 on a RAID slice, but no reproducible state, portable calibration, or fixed two-A6000 timing basis is publicly available.	This closed commercial detector crosses 0.90 on a RAID slice, but no reproducible state, portable calibration, or fixed two-A6000 timing basis is publicly available.
2501.03940	2501.03940:raid-radar	RAID RADAR comparator	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-radar	retain_reject	the published adversarially trained RADAR detector evaluated on RAID without RAID fitting. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:raid-rb-cgpt	RAID RoBERTa-base HC3 detector	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-rb-cgpt	retain_reject	the published RoBERTa-base ChatGPT detector evaluated on RAID without RAID fitting. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:raid-rb-gpt2	RAID RoBERTa-base GPT-2-output detector	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-rb-gpt2	retain_reject	the published RoBERTa-base GPT-2 detector evaluated on RAID without RAID fitting. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:raid-rl-gpt2	RAID RoBERTa-large GPT-2-output detector	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-rl-gpt2	retain_reject	the published RoBERTa-large GPT-2 detector evaluated on RAID without RAID fitting. This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.	This separately named PAWN-table state crosses 0.90 on at least one reported slice, but the paper supplies no exact frozen state with transferable low-FPR, cross-distribution, and fixed two-A6000 near-Binoculars evidence.
2501.03940	2501.03940:raid-winston	RAID Winston service	primary_result	Primary PDF full text and all main/appendix result tables	Tables 4-12; the fitted and prior comparator states, M4 baselines, every PAWN/branch/ensemble, the MAGE-pretrained states, and the separately one-epoch RAID-fitted states have a threshold metric >=0.90 on a reported slice; PAWN paraphrase AUROC is 0.528-0.755 and RAID uses per-domain 5% FPR thresholds	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	papers/canonical_pawn_2501.03940.pdf	a91ac475ffed4f5a702f98a8fc9acbf6fea0bd03b1e413002dd58179ef957152	0f275dc5864d2b84cb81898bd52d10dd64146522d34cb9ac6d18197fb8bc72db	primary_result	2501.03940:raid-winston	commercial_closed	the closed Winston AI detector evaluated through its public service. This closed commercial detector crosses 0.90 on a RAID slice, but no reproducible state, portable calibration, or fixed two-A6000 timing basis is publicly available.	This closed commercial detector crosses 0.90 on a RAID slice, but no reproducible state, portable calibration, or fixed two-A6000 timing basis is publicly available.
