parent_id	account_id	resolution_kind	target_id
2607.22026	2607.22026:equal-soft	primary_result	2607.22026:equal-soft
2607.22026	2607.22026:calibrated-hard	primary_result	2607.22026:calibrated-hard
2607.22026	2607.22026:calibrated-soft	primary_result	2607.22026:calibrated-soft
2607.17382	2607.17382:modernbert-large	primary_result	2607.17382:modernbert-large
2607.17382	2607.17382:modernbert-large-mcgrad	primary_result	2607.17382:modernbert-large-mcgrad
2607.17382	2607.17382:deberta-v3-large	primary_result	2607.17382:deberta-v3-large
2607.14967	2607.14967:gtcl-nomic	primary_result	2607.14967:gtcl-nomic
2607.14967	2607.14967:gtcl-jina	primary_result	2607.14967:gtcl-jina
2607.14967	2607.14967:detective	primary_result	2607.14967:detective
2607.14967	2607.14967:desklib	primary_result	2607.14967:desklib
2607.14967	2607.14967:tmr	primary_result	2607.14967:tmr
2607.14905	2607.14905:longformer	primary_result	2607.14905:longformer
2607.14905	2607.14905:gcn	primary_result	2607.14905:gcn
2607.14905	2607.14905:gat	primary_result	2607.14905:gat
2607.14905	2607.14905:graph-transformer	primary_result	2607.14905:graph-transformer
2607.14905	2607.14905:gps	primary_result	2607.14905:gps
2607.03680	2607.03680:vanilla-intellabs-base	primary_result	2607.03680:vanilla-intellabs-base
2607.03680	2607.03680:vanilla-mage-large	primary_result	2607.03680:vanilla-mage-large
2607.03680	2607.03680:vanilla-faid-base	primary_result	2607.03680:vanilla-faid-base
2607.03680	2607.03680:vanilla-mirage-large	primary_result	2607.03680:vanilla-mirage-large
2607.03680	2607.03680:anchor	primary_result	2607.03680:anchor
2607.03680	2607.03680:mage-longformer	primary_result	2607.03680:mage-longformer
2607.03680	2607.03680:llmdetectaive	primary_result	2607.03680:llmdetectaive
2607.03680	2607.03680:faid	primary_result	2607.03680:faid
2607.03680	2607.03680:vanilla-faid-extra-domain	primary_result	2607.03680:vanilla-faid-extra-domain
2607.03680	2607.03680:vanilla-faid-extra-domain-generator	primary_result	2607.03680:vanilla-faid-extra-domain-generator
2607.03680	2607.03680:detectanyllm	primary_result	2607.03680:detectanyllm
2607.03680	2607.03680:vanilla-mirage-base	primary_result	2607.03680:vanilla-mirage-base
2607.03680	2607.03680:fomaml-lora	primary_result	2607.03680:fomaml-lora
2607.03680	2607.03680:fomaml-hc3-k5	primary_result	2607.03680:fomaml-hc3-k5
2607.03680	2607.03680:fomaml-hc3-k20	primary_result	2607.03680:fomaml-hc3-k20
2607.03680	2607.03680:fomaml-hc3-k50	primary_result	2607.03680:fomaml-hc3-k50
2607.03680	2607.03680:confidence-ensemble	primary_result	2607.03680:confidence-ensemble
2607.03680	2607.03680:reverse-confidence-ensemble	primary_result	2607.03680:reverse-confidence-ensemble
2607.03680	2607.03680:pooled-four-way	primary_result	2607.03680:pooled-four-way
2607.03680	2607.03680:pooled-stratified-base	primary_result	2607.03680:pooled-stratified-base
2607.03680	2607.03680:pooled-stratified-large	primary_result	2607.03680:pooled-stratified-large
2606.31074	2606.31074:raidar	primary_result	2606.31074:raidar
2606.31074	2606.31074:binoculars	primary_result	2606.31074:binoculars
2606.31074	2606.31074:triospect-binoculars	primary_result	2606.31074:triospect-binoculars
2606.31074	2606.31074:imbd	primary_result	2606.31074:imbd
2606.31074	2606.31074:triospect-imbd	primary_result	2606.31074:triospect-imbd
2606.31074	2606.31074:fastdetectgpt	primary_result	2606.31074:fastdetectgpt
2606.31074	2606.31074:triospect-fastdetectgpt	primary_result	2606.31074:triospect-fastdetectgpt
2606.31074	2606.31074:triospect-fd-qwen200	primary_result	2606.31074:triospect-fd-qwen200
2606.31074	2606.31074:triospect-fd-gpt4o200	primary_result	2606.31074:triospect-fd-gpt4o200
2606.23336	2606.23336:base	primary_result	2606.23336:base
2606.23336	2606.23336:all	primary_result	2606.23336:all
2606.18946	2606.18946:poger	primary_result	2606.18946:poger
2606.18946	2606.18946:seqxgpt	primary_result	2606.18946:seqxgpt
2606.18946	2606.18946:sendetex	primary_result	2606.18946:sendetex
2606.18946	2606.18946:senflow	primary_result	2606.18946:senflow
2606.18946	2606.18946:senflow-no-gcn	primary_result	2606.18946:senflow-no-gcn
2606.18946	2606.18946:senflow-no-crf	primary_result	2606.18946:senflow-no-crf
2606.18946	2606.18946:senflow-no-cl	primary_result	2606.18946:senflow-no-cl
2606.18946	2606.18946:senflow-no-tcn	primary_result	2606.18946:senflow-no-tcn
2606.07313	2606.07313:gpt-neo-logreg-all	primary_result	2606.07313:gpt-neo-logreg-all
2606.07313	2606.07313:gpt-neo-logreg-trimmed	primary_result	2606.07313:gpt-neo-logreg-trimmed
2606.07313	2606.07313:qwen3-1.7b	primary_result	2606.07313:qwen3-1.7b
2606.07313	2606.07313:qwen3-1.7b-base	primary_result	2606.07313:qwen3-1.7b-base
2606.07313	2606.07313:gemma3-1b-pt	primary_result	2606.07313:gemma3-1b-pt
2606.07313	2606.07313:gemma3-1b-it	primary_result	2606.07313:gemma3-1b-it
2606.07313	2606.07313:llama2-mean-all	primary_result	2606.07313:llama2-mean-all
2606.07313	2606.07313:llama2-mean-trimmed	primary_result	2606.07313:llama2-mean-trimmed
2606.07313	2606.07313:llama2-logreg-all	primary_result	2606.07313:llama2-logreg-all
2606.07313	2606.07313:llama2-logreg-trimmed	primary_result	2606.07313:llama2-logreg-trimmed
2606.07313	2606.07313:polish-only	primary_result	2606.07313:polish-only
2606.07313	2606.07313:three-task	primary_result	2606.07313:three-task
2606.04906	2606.04906:pangram	embedded_result	2606.04906:pangram
2606.04906	2606.04906:gptzero	embedded_result	2606.04906:gptzero
2606.04177	2606.04177:mage-longformer	embedded_result	2606.04177:mage-longformer
2606.04177	2606.04177:linguistic-svm	primary_result	2606.04177:linguistic-svm
2606.02158	2606.02158:uncertainty	primary_result	2606.02158:uncertainty
2606.02158	2606.02158:uncertainty-plus	primary_result	2606.02158:uncertainty-plus
2606.02158	2606.02158:likelihood	primary_result	2606.02158:likelihood
2606.02158	2606.02158:logrank	primary_result	2606.02158:logrank
2606.02158	2606.02158:detectlrr	primary_result	2606.02158:detectlrr
2606.02158	2606.02158:lastde	primary_result	2606.02158:lastde
2606.02158	2606.02158:detectgpt	primary_result	2606.02158:detectgpt
2606.02158	2606.02158:detectnpr	primary_result	2606.02158:detectnpr
2606.02158	2606.02158:dnagpt	primary_result	2606.02158:dnagpt
2606.02158	2606.02158:fastdetectgpt	primary_result	2606.02158:fastdetectgpt
2606.02158	2606.02158:lastde-plus	primary_result	2606.02158:lastde-plus
2606.02158	2606.02158:without-low-probability	primary_result	2606.02158:without-low-probability
2606.02158	2606.02158:without-entropy	primary_result	2606.02158:without-entropy
2606.00402	2606.00402:l2d-knockoff	primary_result	2606.00402:l2d-knockoff
2606.00402	2606.00402:imbd-knockoff	primary_result	2606.00402:imbd-knockoff
2605.27921	2605.27921:tell	primary_result	2605.27921:tell
2605.27921	2605.27921:mage	primary_result	2605.27921:mage
2605.27921	2605.27921:pangram-editlens	primary_result	2605.27921:pangram-editlens
2605.27921	2605.27921:fastdetectgpt	primary_result	2605.27921:fastdetectgpt
2605.27921	2605.27921:argugpt	primary_result	2605.27921:argugpt
2605.27921	2605.27921:t5-sentinel	primary_result	2605.27921:t5-sentinel
2605.27921	2605.27921:detectllm-npr	primary_result	2605.27921:detectllm-npr
2605.27921	2605.27921:openai-roberta	primary_result	2605.27921:openai-roberta
2605.27921	2605.27921:aigc-mpu	primary_result	2605.27921:aigc-mpu
2605.27921	2605.27921:detectllm-lrr	primary_result	2605.27921:detectllm-lrr
2605.27921	2605.27921:logrank-gpt2-medium	primary_result	2605.27921:logrank-gpt2-medium
2605.27921	2605.27921:radar	primary_result	2605.27921:radar
2605.27921	2605.27921:chatgpt-d	primary_result	2605.27921:chatgpt-d
2605.25281	2605.25281:imbd-read	primary_result	2605.25281:imbd-read
2605.25281	2605.25281:imbd-target-adapted	primary_result	2605.25281:imbd-target-adapted
2605.25281	2605.25281:biscope-read	primary_result	2605.25281:biscope-read
2605.25281	2605.25281:biscope-target-adapted	primary_result	2605.25281:biscope-target-adapted
2605.25281	2605.25281:npr-gemma	primary_result	2605.25281:npr-gemma
2605.25281	2605.25281:npr-qwen	primary_result	2605.25281:npr-qwen
2605.25281	2605.25281:detectgpt-gemma	primary_result	2605.25281:detectgpt-gemma
2605.25281	2605.25281:detectgpt-qwen	primary_result	2605.25281:detectgpt-qwen
2605.25281	2605.25281:binoculars-gemma	primary_result	2605.25281:binoculars-gemma
2605.25281	2605.25281:radar	primary_result	2605.25281:radar
2605.25281	2605.25281:fastdetectgpt-gemma	primary_result	2605.25281:fastdetectgpt-gemma
2605.25281	2605.25281:adadetectgpt-gemma	primary_result	2605.25281:adadetectgpt-gemma
2605.25281	2605.25281:adadetectgpt-gemma-target	primary_result	2605.25281:adadetectgpt-gemma-target
2605.25281	2605.25281:grpo-noncot	primary_result	2605.25281:grpo-noncot
2605.25281	2605.25281:grpo-cot	primary_result	2605.25281:grpo-cot
2605.20761	2605.20761:sarang	embedded_result	2605.20761:sarang
2605.20761	2605.20761:dakiet	embedded_result	2605.20761:dakiet
2605.20761	2605.20761:tesla	embedded_result	2605.20761:tesla
2605.20761	2605.20761:skdu	embedded_result	2605.20761:skdu
2605.20761	2605.20761:drocks	embedded_result	2605.20761:drocks
2605.20761	2605.20761:llama-mamba	embedded_result	2605.20761:llama-mamba
2605.20761	2605.20761:ai-blues	embedded_result	2605.20761:ai-blues
2605.20761	2605.20761:nlp-great	embedded_result	2605.20761:nlp-great
2605.16107	2605.16107:likelihood	primary_result	2605.16107:likelihood
2605.16107	2605.16107:logrank	primary_result	2605.16107:logrank
2605.16107	2605.16107:entropy	primary_result	2605.16107:entropy
2605.16107	2605.16107:detectgpt	primary_result	2605.16107:detectgpt
2605.16107	2605.16107:fastgpt	primary_result	2605.16107:fastgpt
2605.16107	2605.16107:binoculars	primary_result	2605.16107:binoculars
2605.16107	2605.16107:fouriergpt	primary_result	2605.16107:fouriergpt
2605.16107	2605.16107:adagpt	primary_result	2605.16107:adagpt
2605.16107	2605.16107:likelihood-m	primary_result	2605.16107:likelihood-m
2605.16107	2605.16107:likelihood-mult	primary_result	2605.16107:likelihood-mult
2605.16107	2605.16107:logrank-m	primary_result	2605.16107:logrank-m
2605.16107	2605.16107:logrank-mult	primary_result	2605.16107:logrank-mult
2605.16107	2605.16107:entropy-m	primary_result	2605.16107:entropy-m
2605.16107	2605.16107:entropy-mult	primary_result	2605.16107:entropy-mult
2605.16107	2605.16107:detectgpt-m	primary_result	2605.16107:detectgpt-m
2605.16107	2605.16107:detectgpt-mult	primary_result	2605.16107:detectgpt-mult
2605.16107	2605.16107:fastgpt-m	primary_result	2605.16107:fastgpt-m
2605.16107	2605.16107:fastgpt-mult	primary_result	2605.16107:fastgpt-mult
2605.16107	2605.16107:binoculars-m	primary_result	2605.16107:binoculars-m
2605.16107	2605.16107:binoculars-mult	primary_result	2605.16107:binoculars-mult
2605.16107	2605.16107:fouriergpt-m	primary_result	2605.16107:fouriergpt-m
2605.16107	2605.16107:fouriergpt-mult	primary_result	2605.16107:fouriergpt-mult
2605.16107	2605.16107:adagpt-m	primary_result	2605.16107:adagpt-m
2605.16107	2605.16107:adagpt-mult	primary_result	2605.16107:adagpt-mult
2605.16107	2605.16107:detectllm-m	primary_result	2605.16107:detectllm-m
2605.16107	2605.16107:detectllm-mult	primary_result	2605.16107:detectllm-mult
2605.15518	2605.15518:x-rob-classifier	embedded_result	2605.15518:x-rob-classifier
2605.15518	2605.15518:mdeberta-classifier	embedded_result	2605.15518:mdeberta-classifier
2605.15518	2605.15518:gecscore	embedded_result	2605.15518:gecscore
2605.15518	2605.15518:biscope	embedded_result	2605.15518:biscope
2605.06903	2605.06903:paper-era	primary_result	2605.06903:paper-era
2605.06903	2605.06903:public-v5	primary_result	2605.06903:public-v5
2605.06903	2605.06903:roberta-chatgpt-meld	primary_result	2605.06903:roberta-chatgpt-meld
2605.06903	2605.06903:modernbert-detect-meld	primary_result	2605.06903:modernbert-detect-meld
2605.06903	2605.06903:repreguard-meld	primary_result	2605.06903:repreguard-meld
2605.03723	2605.03723:vcp	primary_result	2605.03723:vcp
2605.03723	2605.03723:wcp	primary_result	2605.03723:wcp
2605.02712	2605.02712:qwen3-32b-st-07	primary_result	2605.02712:qwen3-32b-st-07
2605.02374	2605.02374:react-32shot	primary_result	2605.02374:react-32shot
2605.02374	2605.02374:react-64shot	primary_result	2605.02374:react-64shot
2605.02374	2605.02374:react-128shot	primary_result	2605.02374:react-128shot
2605.02374	2605.02374:react-256shot	primary_result	2605.02374:react-256shot
2604.25860	2604.25860:luminol	primary_result	2604.25860:luminol
2604.25860	2604.25860:binoculars	primary_result	2604.25860:binoculars
2604.25860	2604.25860:fastdetectgpt	primary_result	2604.25860:fastdetectgpt
2604.21365	2604.21365:gemma3-task-a	primary_result	2604.21365:gemma3-task-a
2604.21365	2604.21365:codegemma-task-b	primary_result	2604.21365:codegemma-task-b
2604.21365	2604.21365:qwen-coder-task-c	primary_result	2604.21365:qwen-coder-task-c
2604.21300	2604.21300:luar	primary_result	2604.21300:luar
2604.21300	2604.21300:man-nguyen	primary_result	2604.21300:man-nguyen
2604.21300	2604.21300:contrastive-pretraining	primary_result	2604.21300:contrastive-pretraining
2604.21300	2604.21300:eavae	primary_result	2604.21300:eavae
2604.21223	2604.21223:llama32-pair	primary_result	2604.21223:llama32-pair
2604.21223	2604.21223:qwen25-pair	primary_result	2604.21223:qwen25-pair
2604.21223	2604.21223:reward-model-deberta	primary_result	2604.21223:reward-model-deberta
2604.16923	2604.16923:entropy	primary_result	2604.16923:entropy
2604.16923	2604.16923:likelihood	primary_result	2604.16923:likelihood
2604.16923	2604.16923:logrank	primary_result	2604.16923:logrank
2604.16923	2604.16923:fastdetectgpt	primary_result	2604.16923:fastdetectgpt
2604.16923	2604.16923:lastde-plus	primary_result	2604.16923:lastde-plus
2604.16923	2604.16923:binoculars	primary_result	2604.16923:binoculars
2604.16923	2604.16923:dna-detectllm	primary_result	2604.16923:dna-detectllm
2604.16923	2604.16923:remodetect	primary_result	2604.16923:remodetect
2604.16923	2604.16923:imbd	primary_result	2604.16923:imbd
2604.16923	2604.16923:rai	primary_result	2604.16923:rai
2604.16923	2604.16923:s-score	primary_result	2604.16923:s-score
2604.16923	2604.16923:lapd-llama2	primary_result	2604.16923:lapd-llama2
2604.16923	2604.16923:lapd-falcon	primary_result	2604.16923:lapd-falcon
2604.16923	2604.16923:lapd-gptj	primary_result	2604.16923:lapd-gptj
2604.16923	2604.16923:lapd-llama31	primary_result	2604.16923:lapd-llama31
2604.16607	2604.16607:binoculars	embedded_result	2604.16607:binoculars
2604.16607	2604.16607:fdg-gpt-neo	embedded_result	2604.16607:fdg-gpt-neo
2604.16607	2604.16607:fdg-gpt-j	embedded_result	2604.16607:fdg-gpt-j
2604.16607	2604.16607:fdg-falcon-7b	embedded_result	2604.16607:fdg-falcon-7b
2604.16607	2604.16607:zippy-lzma	embedded_result	2604.16607:zippy-lzma
2604.16607	2604.16607:zippy-ensemble	embedded_result	2604.16607:zippy-ensemble
2604.16607	2604.16607:biscope-arxiv	embedded_result	2604.16607:biscope-arxiv
2604.16607	2604.16607:biscope-yelp	embedded_result	2604.16607:biscope-yelp
2604.16607	2604.16607:biscope-essay	embedded_result	2604.16607:biscope-essay
2604.16607	2604.16607:biscope-creative	embedded_result	2604.16607:biscope-creative
2604.16607	2604.16607:detective-mage	embedded_result	2604.16607:detective-mage
2604.16607	2604.16607:detective-m4gt	embedded_result	2604.16607:detective-m4gt
2604.16607	2604.16607:detective-outfox	embedded_result	2604.16607:detective-outfox
2604.16607	2604.16607:detective-turingbench	embedded_result	2604.16607:detective-turingbench
2604.16607	2604.16607:roberta-h3c-plus	embedded_result	2604.16607:roberta-h3c-plus
2604.16607	2604.16607:roberta-m4gt	embedded_result	2604.16607:roberta-m4gt
2604.16607	2604.16607:roberta-mage	embedded_result	2604.16607:roberta-mage
2604.16607	2604.16607:roberta-raid	embedded_result	2604.16607:roberta-raid
2604.16607	2604.16607:stylo-h3c-plus	embedded_result	2604.16607:stylo-h3c-plus
2604.16607	2604.16607:mcgovern-h3c-plus	embedded_result	2604.16607:mcgovern-h3c-plus
2604.16607	2604.16607:mcgovern-m4gt	embedded_result	2604.16607:mcgovern-m4gt
2604.16607	2604.16607:mcgovern-mage	embedded_result	2604.16607:mcgovern-mage
2606.00016	2606.00016:cnn	primary_result	2606.00016:cnn
2606.00016	2606.00016:cnn-text	primary_result	2606.00016:cnn-text
2606.00016	2606.00016:individual	primary_result	2606.00016:individual
2606.00016	2606.00016:unified	primary_result	2606.00016:unified
2606.00016	2606.00016:superannotate-roberta	primary_result	2606.00016:superannotate-roberta
2604.11796	2604.11796:lapd	embedded_result	2604.11796:lapd
2604.11796	2604.11796:remodetect	embedded_result	2604.11796:remodetect
2604.11796	2604.11796:roberta-base	embedded_result	2604.11796:roberta-base
2604.11796	2604.11796:roberta-large	embedded_result	2604.11796:roberta-large
2604.11796	2604.11796:imbd	embedded_result	2604.11796:imbd
2604.11796	2604.11796:log-likelihood	embedded_result	2604.11796:log-likelihood
2604.11796	2604.11796:entropy	embedded_result	2604.11796:entropy
2604.11796	2604.11796:log-rank	embedded_result	2604.11796:log-rank
2604.11796	2604.11796:lrr	embedded_result	2604.11796:lrr
2604.11796	2604.11796:fastdetectgpt	embedded_result	2604.11796:fastdetectgpt
2604.11796	2604.11796:lastde-plus-plus	embedded_result	2604.11796:lastde-plus-plus
2604.11796	2604.11796:dna-detectllm	embedded_result	2604.11796:dna-detectllm
2604.04932	2604.04932:roberta	primary_result	2604.04932:roberta
2604.04932	2604.04932:roberta-dann	primary_result	2604.04932:roberta-dann
2604.04932	2604.04932:coco	primary_result	2604.04932:coco
2604.04932	2604.04932:seqxgpt	primary_result	2604.04932:seqxgpt
2604.04932	2604.04932:detective	primary_result	2604.04932:detective
2604.04932	2604.04932:lf-motifs	primary_result	2604.04932:lf-motifs
2604.04932	2604.04932:race	primary_result	2604.04932:race
2604.04932	2604.04932:race-no-cl	primary_result	2604.04932:race-no-cl
2604.04932	2604.04932:race-no-relation	primary_result	2604.04932:race-no-relation
2604.04932	2604.04932:race-no-rgcn	primary_result	2604.04932:race-no-rgcn
2604.04932	2604.04932:race-no-bottleneck	primary_result	2604.04932:race-no-bottleneck
2604.04932	2604.04932:race-no-basis	primary_result	2604.04932:race-no-basis
2604.04932	2604.04932:race-dmrst	primary_result	2604.04932:race-dmrst
2604.02008	2604.02008:likelihood	primary_result	2604.02008:likelihood
2604.02008	2604.02008:logrank	primary_result	2604.02008:logrank
2604.02008	2604.02008:fastdetectgpt	primary_result	2604.02008:fastdetectgpt
2604.02008	2604.02008:binoculars	primary_result	2604.02008:binoculars
2604.02008	2604.02008:fastdetectgpt-dald	primary_result	2604.02008:fastdetectgpt-dald
2604.02008	2604.02008:fastdetectgpt-glimpse-gpt4-geometric	primary_result	2604.02008:fastdetectgpt-glimpse-gpt4-geometric
2604.02008	2604.02008:fastdetectgpt-glimpse-gpt4-zipfian	primary_result	2604.02008:fastdetectgpt-glimpse-gpt4-zipfian
2604.02008	2604.02008:fastdetectgpt-glimpse-gpt4-mlp	primary_result	2604.02008:fastdetectgpt-glimpse-gpt4-mlp
2604.02008	2604.02008:fastdetectgpt-glimpse-davinci-geometric	primary_result	2604.02008:fastdetectgpt-glimpse-davinci-geometric
2604.02008	2604.02008:binoculars-dald	primary_result	2604.02008:binoculars-dald
2604.02008	2604.02008:likelihood-knnproxy	primary_result	2604.02008:likelihood-knnproxy
2604.02008	2604.02008:fastdetectgpt-knnproxy	primary_result	2604.02008:fastdetectgpt-knnproxy
2604.02008	2604.02008:binoculars-knnproxy	primary_result	2604.02008:binoculars-knnproxy
2604.02008	2604.02008:fastdetectgpt-mop	primary_result	2604.02008:fastdetectgpt-mop
2604.02008	2604.02008:binoculars-mop	primary_result	2604.02008:binoculars-mop
2603.27949	2603.27949:qwen-lora	embedded_result	2603.27949:qwen-lora
2603.27949	2603.27949:qwen-lora-extreme-short	embedded_result	2603.27949:qwen-lora-extreme-short
2603.27949	2603.27949:qwen-lora-short	embedded_result	2603.27949:qwen-lora-short
2603.27949	2603.27949:ensemjudge	embedded_result	2603.27949:ensemjudge
2603.27949	2603.27949:fastdetectgpt-qwen	embedded_result	2603.27949:fastdetectgpt-qwen
2603.27949	2603.27949:fastdetectgpt-analytical-qwen	embedded_result	2603.27949:fastdetectgpt-analytical-qwen
2603.27949	2603.27949:fastdetectgpt-analytical-glm	embedded_result	2603.27949:fastdetectgpt-analytical-glm
2603.27949	2603.27949:binoculars-qwen	embedded_result	2603.27949:binoculars-qwen
2603.27949	2603.27949:chinese-roberta	embedded_result	2603.27949:chinese-roberta
2603.27949	2603.27949:chinese-roberta-extreme-short	embedded_result	2603.27949:chinese-roberta-extreme-short
2603.27949	2603.27949:glm-lora	embedded_result	2603.27949:glm-lora
2603.27949	2603.27949:hybrid-feature-roberta	embedded_result	2603.27949:hybrid-feature-roberta
2603.27949	2603.27949:hybrid-feature-roberta-extreme-short	embedded_result	2603.27949:hybrid-feature-roberta-extreme-short
2603.24981	2603.24981:biscope	primary_result	2603.24981:biscope
2603.24981	2603.24981:fastdetectgpt	primary_result	2603.24981:fastdetectgpt
2603.24981	2603.24981:binoculars	primary_result	2603.24981:binoculars
2603.24981	2603.24981:lastde-plus	primary_result	2603.24981:lastde-plus
2603.24981	2603.24981:irm	primary_result	2603.24981:irm
2603.24981	2603.24981:dna-detectllm	primary_result	2603.24981:dna-detectllm
2603.24981	2603.24981:exons-falcon	primary_result	2603.24981:exons-falcon
2603.24981	2603.24981:exons-no-repair	primary_result	2603.24981:exons-no-repair
2603.24981	2603.24981:exons-no-g	primary_result	2603.24981:exons-no-g
2603.24981	2603.24981:exons-llama7b	primary_result	2603.24981:exons-llama7b
2603.24981	2603.24981:exons-mistral	primary_result	2603.24981:exons-mistral
2603.24981	2603.24981:exons-llama32	primary_result	2603.24981:exons-llama32
2603.23146	2603.23146:mdok-kinit	embedded_result	2603.23146:mdok-kinit
2603.23146	2603.23146:optimized-svc	embedded_result	2603.23146:optimized-svc
2603.23146	2603.23146:optimized-xgboost	embedded_result	2603.23146:optimized-xgboost
2603.23146	2603.23146:optimized-random-forest	embedded_result	2603.23146:optimized-random-forest
2603.23146	2603.23146:optimized-logistic-regression	embedded_result	2603.23146:optimized-logistic-regression
2603.23146	2603.23146:baseline-tfidf-svm	embedded_result	2603.23146:baseline-tfidf-svm
2603.23146	2603.23146:ensemble-pan	embedded_result	2603.23146:ensemble-pan
2603.23146	2603.23146:ensemble-coling	embedded_result	2603.23146:ensemble-coling
2603.18750	2603.18750:mobilenet-cnn	embedded_result	2603.18750:mobilenet-cnn
2603.18750	2603.18750:gptzero-dten	embedded_result	2603.18750:gptzero-dten
2603.18750	2603.18750:cnn1d-artmh	embedded_result	2603.18750:cnn1d-artmh
2603.18750	2603.18750:mlp-artmh	embedded_result	2603.18750:mlp-artmh
2603.18750	2603.18750:zerogpt-artmh	embedded_result	2603.18750:zerogpt-artmh
2603.18750	2603.18750:gptzero-artmh	embedded_result	2603.18750:gptzero-artmh
2603.18750	2603.18750:quillbot-artmh	embedded_result	2603.18750:quillbot-artmh
2603.18750	2603.18750:originality-artmh	embedded_result	2603.18750:originality-artmh
2603.18750	2603.18750:sapling-artmh	embedded_result	2603.18750:sapling-artmh
2603.18750	2603.18750:isgen-artmh	embedded_result	2603.18750:isgen-artmh
2603.18750	2603.18750:transformer-dten	embedded_result	2603.18750:transformer-dten
2603.18750	2603.18750:rephrase	embedded_result	2603.18750:rephrase
2603.18750	2603.18750:writer	embedded_result	2603.18750:writer
2603.05617	2603.05617:stylometric	primary_result	2603.05617:stylometric
2603.05617	2603.05617:curvature	primary_result	2603.05617:curvature
2603.05617	2603.05617:ensemble	primary_result	2603.05617:ensemble
2602.15514	2602.15514:xlmr	primary_result	2602.15514:xlmr
2602.15514	2602.15514:dependencyai	primary_result	2602.15514:dependencyai
2602.11871	2602.11871:fdgpt-llama	primary_result	2602.11871:fdgpt-llama
2602.11871	2602.11871:fdgpt-mistral	primary_result	2602.11871:fdgpt-mistral
2602.11871	2602.11871:fdgpt-qwen	primary_result	2602.11871:fdgpt-qwen
2602.11871	2602.11871:binoculars-llama	primary_result	2602.11871:binoculars-llama
2602.11871	2602.11871:binoculars-mistral	primary_result	2602.11871:binoculars-mistral
2602.11871	2602.11871:binoculars-qwen	primary_result	2602.11871:binoculars-qwen
2602.08031	2602.08031:likelihood	primary_result	2602.08031:likelihood
2602.08031	2602.08031:likelihood-m	primary_result	2602.08031:likelihood-m
2602.08031	2602.08031:logrank	primary_result	2602.08031:logrank
2602.08031	2602.08031:logrank-m	primary_result	2602.08031:logrank-m
2602.08031	2602.08031:entropy	primary_result	2602.08031:entropy
2602.08031	2602.08031:entropy-m	primary_result	2602.08031:entropy-m
2602.08031	2602.08031:detectgpt	primary_result	2602.08031:detectgpt
2602.08031	2602.08031:detectgpt-m	primary_result	2602.08031:detectgpt-m
2602.08031	2602.08031:fastgpt	primary_result	2602.08031:fastgpt
2602.08031	2602.08031:fastgpt-m	primary_result	2602.08031:fastgpt-m
2602.08031	2602.08031:dnagpt	primary_result	2602.08031:dnagpt
